year,county_town,HH_num,incm_sum,incm_mean,county,town,incm_med,incm_1st,incm_3rd,incm_std,incm_cv,key,county107,town107
2004,新竹縣新豐鄉,11926,8788819,737,新竹縣,新豐鄉,563,353,911,3443.3401,467.23999,新竹新豐,新竹縣,新豐鄉
2004,新竹市東區,49218,58817284,1195,新竹市,東區,700,389,1359,4846,405.51001,新竹東,新竹市,東區
2004,新竹縣橫山鄉,3584,2338322,652,新竹縣,橫山鄉,525,336,826,520.42999,79.769997,新竹橫山,新竹縣,橫山鄉
2004,新竹縣湖口鄉,18030,12513166,694,新竹縣,湖口鄉,556,351,895,557.84998,80.379997,新竹湖口,新竹縣,湖口鄉
2004,新竹縣竹北市,28785,26843866,933,新竹縣,竹北市,655,381,1156,1359.76,145.81,新竹竹北,新竹縣,竹北市
2004,新竹縣竹東鎮,23953,19748519,824,新竹縣,竹東鎮,604,363,1039,909.51001,110.31,新竹竹東,新竹縣,竹東鎮
2004,新竹縣芎林鄉,5148,4394521,854,新竹縣,芎林鄉,604,364,1030,1264.74,148.16,新竹芎林,新竹縣,芎林鄉
2004,新竹縣關西鎮,7964,5072220,637,新竹縣,關西鎮,510,327,819,497.69,78.139999,新竹關西,新竹縣,關西鎮
2004,新竹市香山區,17646,13263556,752,新竹市,香山區,537,337,893,1386.05,184.39999,新竹香山,新竹市,香山區
2004,桃園市中壢區,84031,65099291,775,桃園市,中壢市,585,359,965,999.26001,128.99001,桃園中壢,桃園市,中壢區
2004,桃園市八德區,40119,27074584,675,桃園市,八德市,535,341,854,652.38,96.669998,桃園八德,桃園市,八德區
2004,桃園市大園區,18981,12386481,653,桃園市,大園鄉,525,334,828,587.5,90.029999,桃園大園,桃園市,大園區
2004,桃園市大溪區,18000,11776498,654,桃園市,大溪鎮,502,313,793,931.29999,142.35001,桃園大溪,桃園市,大溪區
2004,桃園市平鎮區,47320,34401265,727,桃園市,平鎮市,556,346,916,665.31,91.519997,桃園平鎮,桃園市,平鎮區
2004,桃園市復興區,1271,724173,570,桃園市,復興鄉,484,310,732,392.14001,68.830002,桃園復興,桃園市,復興區
2004,桃園市新屋區,11504,7368810,641,桃園市,新屋鄉,520,334,820,615.26001,96.050003,桃園新屋,桃園市,新屋區
2004,桃園市桃園區,94452,81220728,860,桃園市,桃園市,616,368,1044,1233.14,143.39999,桃園桃園,桃園市,桃園區
2004,桃園市楊梅區,34279,26136571,762,桃園市,楊梅鎮,592,362,960,825.09003,108.21,桃園楊梅,桃園市,楊梅區
2004,桃園市蘆竹區,32095,26717297,832,桃園市,蘆竹鄉,631,382,1026,922.92999,110.87,桃園蘆竹,桃園市,蘆竹區
2004,桃園市觀音區,12745,8309538,652,桃園市,觀音鄉,543,348,844,475.07999,72.870003,桃園觀音,桃園市,觀音區
2004,桃園市龍潭區,25633,19584025,764,桃園市,龍潭鄉,576,350,958,761.60999,99.690002,桃園龍潭,桃園市,龍潭區
2004,桃園市龜山區,31564,23822571,755,桃園市,龜山鄉,567,352,922,774.17999,102.58,桃園龜山,桃園市,龜山區
2004,澎湖縣七美鄉,412,237758,577,澎湖縣,七美鄉,482,301,731,419.70001,72.730003,澎湖七美,澎湖縣,七美鄉
2004,澎湖縣望安鄉,531,308693,581,澎湖縣,望安鄉,499,290,754,407.01001,70.010002,澎湖望安,澎湖縣,望安鄉
2004,澎湖縣湖西鄉,1956,1130642,578,澎湖縣,湖西鄉,457,274,780,447.79001,77.470001,澎湖湖西,澎湖縣,湖西鄉
2004,澎湖縣白沙鄉,1177,717238,609,澎湖縣,白沙鄉,500,296,809,497.01001,81.559998,澎湖白沙,澎湖縣,白沙鄉
2004,澎湖縣西嶼鄉,1017,508483,500,澎湖縣,西嶼鄉,412,256,624,382.82001,76.57,澎湖西嶼,澎湖縣,西嶼鄉
2004,澎湖縣馬公市,10044,7553894,752,澎湖縣,馬公市,594,334,994,686.35999,91.260002,澎湖馬公,澎湖縣,馬公市
2004,臺中市中區,4707,4074571,866,臺中市,中區,509,277,941,2235.77,258.28,臺中中,臺中市,中區
2004,臺中市北區,32689,28070735,859,臺中市,北區,560,318,1007,1902.29,221.53,臺中北,臺中市,北區
2004,臺中市北屯區,49752,39032689,785,臺中市,北屯區,559,325,965,1181.8,150.64,臺中北屯,臺中市,北屯區
2004,臺中市南區,25905,20141425,778,臺中市,南區,568,331,971,781.14001,100.47,臺中南,臺中市,南區
2004,臺中市南屯區,32877,29720024,904,臺中市,南屯區,632,360,1118,1272.0601,140.72,臺中南屯,臺中市,南屯區
2004,臺中市后里區,11385,6433919,565,臺中縣,后里鄉,443,267,710,492.85001,87.209999,臺中后里,臺中市,后里區
2004,臺中市和平區,1228,752068,612,臺中縣,和平鄉,489,293,802,536.45001,87.589996,臺中和平,臺中市,和平區
2004,臺中市外埔區,6442,3619780,562,臺中縣,外埔鄉,450,280,709,445.26999,79.239998,臺中外埔,臺中市,外埔區
2004,臺中市大安區,4371,2310327,529,臺中縣,大安鄉,426,267,668,400.60001,75.790001,臺中大安,臺中市,大安區
2004,臺中市大甲區,17573,11442101,651,臺中縣,大甲鎮,460,281,741,1662.4301,255.32001,臺中大甲,臺中市,大甲區
2004,臺中市大肚區,12802,7612009,595,臺中縣,大肚鄉,474,296,752,514.46997,86.519997,臺中大肚,臺中市,大肚區
2004,臺中市大里區,38962,25376149,651,臺中縣,大里市,493,298,808,628.66998,96.519997,臺中大里,臺中市,大里區
2004,臺中市大雅區,18305,11447185,625,臺中縣,大雅鄉,479,290,779,611.38,97.769997,臺中大雅,臺中市,大雅區
2004,臺中市太平區,33825,20873079,617,臺中縣,太平市,474,290,758,676.35999,109.61,臺中太平,臺中市,太平區
2004,臺中市新社區,3939,2341843,595,臺中縣,新社鄉,468,289,733,729.56,122.71,臺中新社,臺中市,新社區
2004,臺中市東區,15401,10314212,670,臺中市,東區,483,284,809,797.57001,119.09,臺中東,臺中市,東區
2004,臺中市東勢區,10297,6195305,602,臺中縣,東勢鎮,466,279,762,516.33002,85.82,臺中東勢,臺中市,東勢區
2004,臺中市梧棲區,12036,7495244,623,臺中縣,梧棲鎮,477,293,753,862.94,138.57001,臺中梧棲,臺中市,梧棲區
2004,臺中市沙鹿區,16014,9825846,614,臺中縣,沙鹿鎮,458,283,730,930.46997,151.64999,臺中沙鹿,臺中市,沙鹿區
2004,臺中市清水區,18591,10816891,582,臺中縣,清水鎮,452,276,714,535.41998,92.019997,臺中清水,臺中市,清水區
2004,臺中市潭子區,21851,14109048,646,臺中縣,潭子鄉,500,303,807,585.59998,90.690002,臺中潭子,臺中市,潭子區
2004,臺中市烏日區,14683,9211079,627,臺中縣,烏日鄉,475,290,772,915.28998,145.89999,臺中烏日,臺中市,烏日區
2004,臺中市石岡區,3048,1784299,585,臺中縣,石岡鄉,455,280,753,491.63,83.980003,臺中石岡,臺中市,石岡區
2004,臺中市神岡區,14452,8190037,567,臺中縣,神岡鄉,436,264,687,578.31,102.05,臺中神岡,臺中市,神岡區
2004,臺中市西區,28287,27288896,965,臺中市,西區,611,334,1139,1905.02,197.47,臺中西,臺中市,西區
2004,臺中市西屯區,43153,38437099,891,臺中市,西屯區,599,342,1055,1737.1,195.02,臺中西屯,臺中市,西屯區
2004,臺中市豐原區,38157,25750065,675,臺中縣,豐原市,474,280,802,1670.72,247.57001,臺中豐原,臺中市,豐原區
2004,臺中市霧峰區,13805,8637623,626,臺中縣,霧峰鄉,480,291,772,583.89001,93.32,臺中霧峰,臺中市,霧峰區
2004,臺中市龍井區,15536,9648186,621,臺中縣,龍井鄉,480,289,766,794.96997,128.00999,臺中龍井,臺中市,龍井區
2004,臺北市中山區,67492,77696697,1151,臺北市,中山區,635,355,1202,4913.3701,426.79999,臺北中山,臺北市,中山區
2004,臺北市中正區,47153,58804807,1247,臺北市,中正區,706,377,1383,10338.61,829.01001,臺北中正,臺北市,中正區
2004,臺北市信義區,69211,75994223,1098,臺北市,信義區,648,371,1192,7549.3198,687.54999,臺北信義,臺北市,信義區
2004,臺北市內湖區,74791,80222633,1073,臺北市,內湖區,690,392,1271,2061.3701,192.17999,臺北內湖,臺北市,內湖區
2004,臺北市北投區,69174,66895427,967,臺北市,北投區,604,354,1104,2146.52,221.96001,臺北北投,臺北市,北投區
2004,臺北市南港區,32134,25483376,793,臺北市,南港區,569,348,969,883.54999,111.41,臺北南港,臺北市,南港區
2004,臺北市士林區,83252,90828434,1091,臺北市,士林區,618,357,1144,3732.6101,342.13,臺北士林,臺北市,士林區
2004,臺北市大同區,36333,30922435,851,臺北市,大同區,545,320,947,2184.5601,256.67999,臺北大同,臺北市,大同區
2004,臺北市大安區,103147,154908326,1502,臺北市,大安區,795,405,1607,6878.4199,458.01001,臺北大安,臺北市,大安區
2004,臺北市文山區,73699,75987803,1031,臺北市,文山區,699,395,1282,1501.5,145.63,臺北文山,臺北市,文山區
2004,臺北市松山區,65275,84802891,1299,臺北市,松山區,736,395,1425,11810.7,909.09998,臺北松山,臺北市,松山區
2004,臺北市萬華區,49809,37311919,749,臺北市,萬華區,530,319,891,1233.45,164.66,臺北萬華,臺北市,萬華區
2004,臺南市七股區,3499,1955667,559,臺南縣,七股鄉,444,296,659,502.47,89.900002,臺南七股,臺南市,七股區
2004,臺南市下營區,4754,2865869,603,臺南縣,下營鄉,492,317,769,456.98001,75.809998,臺南下營,臺南市,下營區
2004,,1105,988063,894,臺南市,中區,516,294,895,4469.3301,499.82999,臺南中,,
2004,臺南市中西區,2378,1936437,814.31329,臺南市,中西區,,,,,,臺南中西,臺南市,中西區
2004,臺南市仁德區,14768,9468435,641,臺南縣,仁德鄉,495,313,797,573.72998,89.489998,臺南仁德,臺南市,仁德區
2004,臺南市佳里區,11650,7376190,633,臺南縣,佳里鎮,483,304,777,611.28998,96.550003,臺南佳里,臺南市,佳里區
2004,臺南市六甲區,4949,3031458,613,臺南縣,六甲鄉,493,315,790,503.56,82.209999,臺南六甲,臺南市,六甲區
2004,臺南市北區,27095,21065893,777,臺南市,北區,538,320,936,908.57001,116.86,臺南北,臺南市,北區
2004,臺南市北門區,1898,1026463,541,臺南縣,北門鄉,446,295,654,415.69,76.860001,臺南北門,臺南市,北門區
2004,臺南市南區,25710,17421054,678,臺南市,南區,480,296,788,1171.25,172.85001,臺南南,臺南市,南區
2004,臺南市南化區,1288,673871,523,臺南縣,南化鄉,444,278,638,399.45001,76.349998,臺南南化,臺南市,南化區
2004,臺南市善化區,9134,6118856,670,臺南縣,善化鎮,518,328,846,653.63,97.57,臺南善化,臺南市,善化區
2004,臺南市大內區,2112,1159627,549,臺南縣,大內鄉,455,300,694,410.70001,74.800003,臺南大內,臺南市,大內區
2004,臺南市學甲區,5506,3238005,588,臺南縣,學甲鎮,473,306,732,501.26999,85.239998,臺南學甲,臺南市,學甲區
2004,臺南市安南區,28403,17273660,608,臺南市,安南區,468,295,731,1134.36,186.52,臺南安南,臺南市,安南區
2004,臺南市安定區,5486,3272748,597,臺南縣,安定鄉,483,308,739,470.60001,78.879997,臺南安定,臺南市,安定區
2004,臺南市安平區,11058,8512561,770,臺南市,安平區,549,330,942,845.25,109.8,臺南安平,臺南市,安平區
2004,臺南市官田區,4665,2914135,625,臺南縣,官田鄉,499,325,778,651.09998,104.23,臺南官田,臺南市,官田區
2004,臺南市將軍區,3315,1716823,518,臺南縣,將軍鄉,430,290,639,401.82999,77.589996,臺南將軍,臺南市,將軍區
2004,臺南市山上區,1664,968462,582,臺南縣,山上鄉,482,305,749,423.51999,72.769997,臺南山上,臺南市,山上區
2004,臺南市左鎮區,787,437329,556,臺南縣,左鎮鄉,441,287,691,499.35001,89.860001,臺南左鎮,臺南市,左鎮區
2004,臺南市後壁區,4931,3066763,622,臺南縣,後壁鄉,508,316,793,470.20001,75.599998,臺南後壁,臺南市,後壁區
2004,臺南市新化區,8858,5580582,630,臺南縣,新化鎮,491,309,794,592.47998,94.040001,臺南新化,臺南市,新化區
2004,臺南市新市區,8107,5149424,635,臺南縣,新市鄉,506,324,800,533.53003,84,臺南新市,臺南市,新市區
2004,臺南市新營區,17604,13390341,761,臺南縣,新營市,577,336,971,845.09003,111.1,臺南新營,臺南市,新營區
2004,臺南市東區,42642,38840169,911,臺南市,東區,626,358,1115,1580.87,173.56,臺南東,臺南市,東區
2004,臺南市東山區,3536,1955861,553,臺南縣,東山鄉,452,288,704,434.42001,78.540001,臺南東山,臺南市,東山區
2004,臺南市柳營區,4374,2724576,623,臺南縣,柳營鄉,508,313,797,506.41,81.300003,臺南柳營,臺南市,柳營區
2004,臺南市楠西區,1574,853003,542,臺南縣,楠西鄉,436,276,670,475.53,87.75,臺南楠西,臺南市,楠西區
2004,臺南市歸仁區,13115,8392624,640,臺南縣,歸仁鄉,503,315,784,559.19,87.379997,臺南歸仁,臺南市,歸仁區
2004,臺南市永康區,41726,29916896,717,臺南縣,永康市,530,323,861,1786.8101,249.21001,臺南永康,臺南市,永康區
2004,臺南市玉井區,2535,1552330,612,臺南縣,玉井鄉,483,307,782,498.41,81.389999,臺南玉井,臺南市,玉井區
2004,臺南市白河區,5273,2932690,556,臺南縣,白河鎮,446,272,709,457.64999,82.290001,臺南白河,臺南市,白河區
2004,,1273,948374,745,臺南市,西區,504,316,872,985.96002,132.35001,臺南西,,
2004,臺南市西港區,4475,2826196,632,臺南縣,西港鄉,467,296,720,3007.4299,476.20001,臺南西港,臺南市,西港區
2004,臺南市關廟區,7533,4370092,580,臺南縣,關廟鄉,449,295,695,758.15997,130.69,臺南關廟,臺南市,關廟區
2004,臺南市鹽水區,5150,3102216,602,臺南縣,鹽水鎮,478,294,775,527.22998,87.519997,臺南鹽水,臺南市,鹽水區
2004,臺南市麻豆區,9752,6330837,649,臺南縣,麻豆鎮,499,313,817,600.98999,92.580002,臺南麻豆,臺南市,麻豆區
2004,臺南市龍崎區,670,366305,547,臺南縣,龍崎鄉,429,276,664,509.57001,93.199997,臺南龍崎,臺南市,龍崎區
2004,臺東縣卑南鄉,2321,1295249,558,臺東縣,卑南鄉,460,285,707,431.54001,77.330002,臺東卑南,臺東縣,卑南鄉
2004,臺東縣大武鄉,975,538351,552,臺東縣,大武鄉,465,276,730,431.78,78.199997,臺東大武,臺東縣,大武鄉
2004,臺東縣太麻里鄉,1335,715894,536,臺東縣,太麻里鄉,455,295,683,370.89999,69.169998,臺東太麻里,臺東縣,太麻里鄉
2004,臺東縣延平鄉,595,279855,470,臺東縣,延平鄉,370,203,652,376.57001,80.059998,臺東延平,臺東縣,延平鄉
2004,臺東縣成功鎮,2753,1376602,500,臺東縣,成功鎮,416,258,634,401.95999,80.389999,臺東成功,臺東縣,成功鎮
2004,臺東縣東河鄉,1624,753030,464,臺東縣,東河鄉,384,241,593,469.38,101.23,臺東東河,臺東縣,東河鄉
2004,臺東縣池上鄉,1560,813894,522,臺東縣,池上鄉,422,258,675,396.47,75.989998,臺東池上,臺東縣,池上鄉
2004,臺東縣海端鄉,625,306493,490,臺東縣,海端鄉,420,250,672,340.22,69.379997,臺東海端,臺東縣,海端鄉
2004,臺東縣綠島鄉,509,365335,718,臺東縣,綠島鄉,652,378,919,449.85001,62.68,臺東綠島,臺東縣,綠島鄉
2004,臺東縣臺東市,18653,13299183,713,臺東縣,臺東市,547,327,909,703.81,98.709999,臺東臺東,臺東縣,臺東市
2004,臺東縣蘭嶼鄉,359,192290,536,臺東縣,蘭嶼鄉,428,252,717,423.48999,79.059998,臺東蘭嶼,臺東縣,蘭嶼鄉
2004,臺東縣達仁鄉,470,236159,502,臺東縣,達仁鄉,420,229,671,357.89001,71.230003,臺東達仁,臺東縣,達仁鄉
2004,臺東縣金峰鄉,285,172182,604,臺東縣,金峰鄉,495,296,826,412.70999,68.309998,臺東金峰,臺東縣,金峰鄉
2004,臺東縣長濱鄉,1810,760621,420,臺東縣,長濱鄉,358,214,551,303.38,72.190002,臺東長濱,臺東縣,長濱鄉
2004,臺東縣關山鎮,1582,970022,613,臺東縣,關山鎮,494,311,779,477.92999,77.949997,臺東關山,臺東縣,關山鎮
2004,臺東縣鹿野鄉,1317,693836,527,臺東縣,鹿野鄉,436,262,653,435.87,82.739998,臺東鹿野,臺東縣,鹿野鄉
2004,花蓮縣光復鄉,2709,1422643,525,花蓮縣,光復鄉,436,263,689,402.32999,76.610001,花蓮光復,花蓮縣,光復鄉
2004,花蓮縣卓溪鄉,883,442767,501,花蓮縣,卓溪鄉,426,263,658,337.14001,67.230003,花蓮卓溪,花蓮縣,卓溪鄉
2004,花蓮縣吉安鄉,17296,11476227,664,花蓮縣,吉安鄉,519,306,858,554.84003,83.620003,花蓮吉安,花蓮縣,吉安鄉
2004,花蓮縣壽豐鄉,3398,1839400,541,花蓮縣,壽豐鄉,434,266,671,443.79999,81.989998,花蓮壽豐,花蓮縣,壽豐鄉
2004,花蓮縣富里鄉,1788,872657,488,花蓮縣,富里鄉,416,265,622,331.23999,67.870003,花蓮富里,花蓮縣,富里鄉
2004,花蓮縣新城鄉,3836,2235121,583,花蓮縣,新城鄉,475,294,753,459.62,78.879997,花蓮新城,花蓮縣,新城鄉
2004,花蓮縣玉里鎮,4610,2783092,604,花蓮縣,玉里鎮,466,283,748,563.76001,93.379997,花蓮玉里,花蓮縣,玉里鎮
2004,花蓮縣瑞穗鄉,2206,1087159,493,花蓮縣,瑞穗鄉,404,243,628,394.88,80.129997,花蓮瑞穗,花蓮縣,瑞穗鄉
2004,花蓮縣秀林鄉,2484,1199926,483,花蓮縣,秀林鄉,411,231,645,389.37,80.599998,花蓮秀林,花蓮縣,秀林鄉
2004,花蓮縣花蓮市,23512,17175175,730,花蓮縣,花蓮市,545,313,930,687.81,94.160004,花蓮花蓮,花蓮縣,花蓮市
2004,花蓮縣萬榮鄉,1454,594436,409,花蓮縣,萬榮鄉,345,184,558,313.10999,76.589996,花蓮萬榮,花蓮縣,萬榮鄉
2004,花蓮縣豐濱鄉,1033,429983,416,花蓮縣,豐濱鄉,362,223,547,286.53,68.839996,花蓮豐濱,花蓮縣,豐濱鄉
2004,花蓮縣鳳林鎮,2452,1453023,593,花蓮縣,鳳林鎮,488,300,758,463.85001,78.279999,花蓮鳳林,花蓮縣,鳳林鎮
2004,苗栗縣三灣鄉,1658,1005703,607,苗栗縣,三灣鄉,486,315,760,515.48999,84.980003,苗栗三灣,苗栗縣,三灣鄉
2004,苗栗縣三義鄉,3962,2670934,674,苗栗縣,三義鄉,520,316,900,509.39001,75.559998,苗栗三義,苗栗縣,三義鄉
2004,苗栗縣公館鄉,7690,4952604,644,苗栗縣,公館鄉,518,317,839,485.07999,75.32,苗栗公館,苗栗縣,公館鄉
2004,苗栗縣卓蘭鎮,2839,1555426,548,苗栗縣,卓蘭鎮,427,265,691,470.79999,85.93,苗栗卓蘭,苗栗縣,卓蘭鎮
2004,苗栗縣南庄鄉,2256,1285566,570,苗栗縣,南庄鄉,459,297,687,578.33002,101.49,苗栗南庄,苗栗縣,南庄鄉
2004,苗栗縣大湖鄉,2878,1659989,577,苗栗縣,大湖鄉,471,285,745,472.81,81.970001,苗栗大湖,苗栗縣,大湖鄉
2004,苗栗縣後龍鎮,8956,5194236,580,苗栗縣,後龍鎮,473,300,722,476.60001,82.18,苗栗後龍,苗栗縣,後龍鎮
2004,苗栗縣泰安鄉,511,335629,657,苗栗縣,泰安鄉,551,340,813,675.53998,102.85,苗栗泰安,苗栗縣,泰安鄉
2004,苗栗縣獅潭鄉,893,498886,559,苗栗縣,獅潭鄉,463,300,724,386.26999,69.139999,苗栗獅潭,苗栗縣,獅潭鄉
2004,苗栗縣竹南鎮,18821,13639820,725,苗栗縣,竹南鎮,523,322,846,3427.28,472.92001,苗栗竹南,苗栗縣,竹南鎮
2004,苗栗縣苑裡鎮,11228,6207009,553,苗栗縣,苑裡鎮,440,272,682,771.98999,139.64999,苗栗苑裡,苗栗縣,苑裡鎮
2004,苗栗縣苗栗市,22495,16740502,744,苗栗縣,苗栗市,566,338,980,665.72998,89.459999,苗栗苗栗,苗栗縣,苗栗市
2004,苗栗縣西湖鄉,1649,1050664,637,苗栗縣,西湖鄉,544,327,835,438.88,68.879997,苗栗西湖,苗栗縣,西湖鄉
2004,苗栗縣通霄鎮,9352,5052166,540,苗栗縣,通霄鎮,442,274,682,426.48001,78.949997,苗栗通霄,苗栗縣,通霄鎮
2004,苗栗縣造橋鄉,3450,2110237,612,苗栗縣,造橋鄉,510,322,787,428.76999,70.099998,苗栗造橋,苗栗縣,造橋鄉
2004,苗栗縣銅鑼鄉,4639,2917816,629,苗栗縣,銅鑼鄉,513,309,824,459.37,73.029999,苗栗銅鑼,苗栗縣,銅鑼鄉
2004,苗栗縣頭份市,23553,15835643,672,苗栗縣,頭份鎮,534,333,854,610.46002,90.800003,苗栗頭份,苗栗縣,頭份市
2004,苗栗縣頭屋鄉,2856,1825239,639,苗栗縣,頭屋鄉,522,332,837,478.92999,74.940002,苗栗頭屋,苗栗縣,頭屋鄉
2004,連江縣北竿鄉,351,279451,796,連江縣,北竿鄉,657,386,1080,562.40002,70.639999,連江北竿,連江縣,北竿鄉
2004,連江縣南竿鄉,1413,1286471,910,連江縣,南竿鄉,736,433,1233,664.87,73.029999,連江南竿,連江縣,南竿鄉
2004,連江縣東引鄉,197,158880,806,連江縣,東引鄉,716,427,1067,490.75,60.849998,連江東引,連江縣,東引鄉
2004,連江縣莒光鄉,241,186385,773,連江縣,莒光鄉,673,427,1031,494.42999,63.93,連江莒光,連江縣,莒光鄉
2004,金門縣烈嶼鄉,919,608734,662,金門縣,烈嶼鄉,537,359,809,501.04999,75.639999,金門烈嶼,金門縣,烈嶼鄉
2004,金門縣烏坵鄉,87,68388,786,金門縣,烏坵鄉,665,429,1109,483.89999,61.560001,金門烏坵,金門縣,烏坵鄉
2004,金門縣金城鎮,4495,3769784,839,金門縣,金城鎮,671,407,1076,636.63,75.910004,金門金城,金門縣,金城鎮
2004,金門縣金寧鄉,2231,1647413,738,金門縣,金寧鄉,612,381,952,538.57001,72.93,金門金寧,金門縣,金寧鄉
2004,金門縣金沙鎮,1804,1290207,715,金門縣,金沙鎮,593,375,919,514.73999,71.970001,金門金沙,金門縣,金沙鎮
2004,金門縣金湖鎮,2683,2016006,751,金門縣,金湖鎮,606,373,957,600.88,79.970001,金門金湖,金門縣,金湖鎮
2004,雲林縣二崙鄉,4117,2426055,589,雲林縣,二崙鄉,486,305,740,607.52002,103.1,雲林二崙,雲林縣,二崙鄉
2004,雲林縣元長鄉,4339,2411481,556,雲林縣,元長鄉,462,291,707,414.26001,74.540001,雲林元長,雲林縣,元長鄉
2004,雲林縣北港鎮,7914,5012428,633,雲林縣,北港鎮,497,294,820,534.28003,84.360001,雲林北港,雲林縣,北港鎮
2004,雲林縣口湖鄉,4419,2194370,497,雲林縣,口湖鄉,413,255,626,433.85999,87.370003,雲林口湖,雲林縣,口湖鄉
2004,雲林縣古坑鄉,5318,3165924,595,雲林縣,古坑鄉,480,300,767,466.78,78.410004,雲林古坑,雲林縣,古坑鄉
2004,雲林縣四湖鄉,3996,2245162,562,雲林縣,四湖鄉,467,294,734,410.69,73.099998,雲林四湖,雲林縣,四湖鄉
2004,雲林縣土庫鎮,4667,2784957,597,雲林縣,土庫鎮,481,305,756,484.06,81.120003,雲林土庫,雲林縣,土庫鎮
2004,雲林縣大埤鄉,3638,2029193,558,雲林縣,大埤鄉,458,288,692,433.01001,77.629997,雲林大埤,雲林縣,大埤鄉
2004,雲林縣崙背鄉,3967,2251789,568,雲林縣,崙背鄉,461,284,724,512.66998,90.32,雲林崙背,雲林縣,崙背鄉
2004,雲林縣斗六市,20583,14742792,716,雲林縣,斗六市,537,320,892,1619.23,226.07001,雲林斗六,雲林縣,斗六市
2004,雲林縣斗南鎮,8691,5482946,631,雲林縣,斗南鎮,488,294,803,600.85999,95.239998,雲林斗南,雲林縣,斗南鎮
2004,雲林縣東勢鄉,2474,1378175,557,雲林縣,東勢鄉,477,300,728,371.63,66.709999,雲林東勢,雲林縣,東勢鄉
2004,雲林縣林內鄉,3638,2017887,555,雲林縣,林內鄉,462,293,707,429.72,77.470001,雲林林內,雲林縣,林內鄉
2004,雲林縣水林鄉,4194,2368471,565,雲林縣,水林鄉,468,289,715,544.26001,96.379997,雲林水林,雲林縣,水林鄉
2004,雲林縣臺西鄉,3675,2043222,556,雲林縣,臺西鄉,461,284,707,449.45001,80.839996,雲林臺西,雲林縣,臺西鄉
2004,雲林縣莿桐鄉,5590,3088374,552,雲林縣,莿桐鄉,442,275,692,447.67999,81.029999,雲林莿桐,雲林縣,莿桐鄉
2004,雲林縣虎尾鎮,12363,8409551,680,雲林縣,虎尾鎮,531,316,865,591.79999,87,雲林虎尾,雲林縣,虎尾鎮
2004,雲林縣褒忠鄉,2138,1207719,565,雲林縣,褒忠鄉,462,290,732,491.20999,86.959999,雲林褒忠,雲林縣,褒忠鄉
2004,雲林縣西螺鎮,7333,4304321,587,雲林縣,西螺鎮,480,280,749,481.64001,82.050003,雲林西螺,雲林縣,西螺鎮
2004,雲林縣麥寮鄉,4476,2636967,589,雲林縣,麥寮鄉,495,303,761,463.60999,78.690002,雲林麥寮,雲林縣,麥寮鄉
2004,高雄市三民區,82066,67540595,823,高雄市,三民區,586,341,1020,887.39001,107.82,高雄三民,高雄市,三民區
2004,高雄市仁武區,13212,8877490,672,高雄縣,仁武鄉,528,322,856,563.51001,83.860001,高雄仁武,高雄市,仁武區
2004,高雄市內門區,2221,1122851,506,高雄縣,內門鄉,422,276,630,354.75,70.169998,高雄內門,高雄市,內門區
2004,高雄市六龜區,1658,853327,515,高雄縣,六龜鄉,430,276,642,382.76001,74.370003,高雄六龜,高雄市,六龜區
2004,高雄市前金區,8198,7637164,932,高雄市,前金區,588,328,1065,1601.46,171.91,高雄前金,高雄市,前金區
2004,高雄市前鎮區,42911,32087991,748,高雄市,前鎮區,547,326,920,838.53998,112.14,高雄前鎮,高雄市,前鎮區
2004,高雄市大寮區,20281,13197004,651,高雄縣,大寮鄉,520,323,821,536.82001,82.5,高雄大寮,高雄市,大寮區
2004,高雄市大樹區,7720,4818845,624,高雄縣,大樹鄉,505,318,795,493.10999,79,高雄大樹,高雄市,大樹區
2004,高雄市大社區,6858,4655203,679,高雄縣,大社鄉,532,325,871,555.92999,81.900002,高雄大社,高雄市,大社區
2004,高雄市小港區,33228,25024939,753,高雄市,小港區,566,339,938,662.40002,87.949997,高雄小港,高雄市,小港區
2004,高雄市岡山區,20770,14944401,720,高雄縣,岡山鎮,538,328,876,1365.4,189.77,高雄岡山,高雄市,岡山區
2004,高雄市左營區,41156,32441347,788,高雄市,左營區,580,326,996,824.78003,104.63,高雄左營,高雄市,左營區
2004,高雄市彌陀區,3866,2138409,553,高雄縣,彌陀鄉,445,291,697,469.82001,84.940002,高雄彌陀,高雄市,彌陀區
2004,高雄市新興區,15248,15315918,1004,高雄市,新興區,590,321,1118,2194.78,218.5,高雄新興,高雄市,新興區
2004,高雄市旗山區,6423,4081689,635,高雄縣,旗山鎮,497,306,804,605.08002,95.220001,高雄旗山,高雄市,旗山區
2004,高雄市旗津區,4863,2608794,536,高雄市,旗津區,440,280,646,475.29999,88.599998,高雄旗津,高雄市,旗津區
2004,高雄市杉林區,1589,805953,507,高雄縣,杉林鄉,413,269,636,399.42999,78.75,高雄杉林,高雄市,杉林區
2004,高雄市林園區,13471,8838480,656,高雄縣,林園鄉,526,326,839,496.64999,75.699997,高雄林園,高雄市,林園區
2004,高雄市桃源區,472,272089,576,高雄縣,桃源鄉,500,311,780,373.84,64.849998,高雄桃源,高雄市,桃源區
2004,高雄市梓官區,8048,4864630,604,高雄縣,梓官鄉,452,284,722,1981.11,327.75,高雄梓官,高雄市,梓官區
2004,高雄市楠梓區,34772,25944745,746,高雄市,楠梓區,581,350,967,632.5,84.769997,高雄楠梓,高雄市,楠梓區
